Period,Data_value,Series_title_2
2001.03,2462.5,RTS total industries
2002.03,17177.2,RTS total industries
2003.03,22530.5,RTS total industries
2004.03,28005.1,RTS total industries
2005.03,30629.6,RTS total industries
2006.03,33317.4,RTS total industries
2007.03,36422.0,RTS total industries
2008.03,39198.0,RTS total industries
2009.03,40629.4,RTS total industries
2010.03,41815.4,RTS total industries
2011.03,43848.6,RTS total industries
2012.03,47004.9,RTS total industries
2013.03,49188.8,RTS total industries
2014.03,52108.2,RTS total industries
2015.03,54410.5,RTS total industries
2016.03,57389.5,RTS total industries
2017.03,60616.6,RTS total industries
2018.03,64238.6,RTS total industries
2019.03,66777.7,RTS total industries
2020.03,68844.3,RTS total industries
2021.03,68203.1,RTS total industries
2022.03,71690.6,RTS total industries
2001.03,,RTS core industries
2002.03,,RTS core industries
2003.03,,RTS core industries
2004.03,24641.7,RTS core industries
2005.03,26469.8,RTS core industries
2006.03,28502.0,RTS core industries
2007.03,31000.7,RTS core industries
2008.03,33293.2,RTS core industries
2009.03,34258.5,RTS core industries
2010.03,35712.7,RTS core industries
2011.03,37132.3,RTS core industries
2012.03,39561.9,RTS core industries
2013.03,40945.5,RTS core industries
2014.03,42895.6,RTS core industries
2015.03,45331.2,RTS core industries
2016.03,48446.0,RTS core industries
2017.03,51519.4,RTS core industries
2018.03,54817.6,RTS core industries
2019.03,57151.8,RTS core industries
2020.03,59701.6,RTS core industries
2021.03,60264.6,RTS core industries
2022.03,62989.4,RTS core industries
2001.03,,Total
2002.03,,Total
2003.03,,Total
2004.03,36878.7,Total
2005.03,40756.2,Total
2006.03,44303.8,Total
2007.03,48616.7,Total
2008.03,52669.1,Total
2009.03,54475.5,Total
2010.03,55977.4,Total
2011.03,58624.9,Total
2012.03,62614.7,Total
2013.03,65296.1,Total
2014.03,69247.1,Total
2015.03,72320.3,Total
2016.03,76488.6,Total
2017.03,81334.1,Total
2018.03,87684.4,Total
2019.03,91445.8,Total
2020.03,93968.7,Total
2021.03,89916.0,Total
2022.03,94824.9,Total
2001.03,,Credit
2002.03,,Credit
2003.03,,Credit
2004.03,16307.6,Credit
2005.03,18481.2,Credit
2006.03,20210.6,Credit
2007.03,22272.1,Credit
2008.03,23982.4,Credit
2009.03,24381.1,Credit
2010.03,24135.6,Credit
2011.03,24851.6,Credit
2012.03,26411.2,Credit
2013.03,27504.1,Credit
2014.03,29840.0,Credit
2015.03,31607.8,Credit
2016.03,34681.6,Credit
2017.03,39191.6,Credit
2018.03,46065.7,Credit
2019.03,50302.3,Credit
2020.03,52670.7,Credit
2021.03,55518.7,Credit
2022.03,61696.6,Credit
2001.03,,Debit
2002.03,,Debit
2003.03,,Debit
2004.03,20571.1,Debit
2005.03,22274.9,Debit
2006.03,24093.1,Debit
2007.03,26344.6,Debit
2008.03,28686.8,Debit
2009.03,30094.4,Debit
2010.03,31841.8,Debit
2011.03,33773.3,Debit
2012.03,36203.5,Debit
2013.03,37792.0,Debit
2014.03,39407.1,Debit
2015.03,40712.5,Debit
2016.03,41807.0,Debit
2017.03,42142.5,Debit
2018.03,41618.6,Debit
2019.03,41143.5,Debit
2020.03,41298.0,Debit
2021.03,34397.4,Debit
2022.03,33128.3,Debit
2001.03,,Consumables
2002.03,,Consumables
2003.03,,Consumables
2004.03,9753.9,Consumables
2005.03,10471.4,Consumables
2006.03,11360.4,Consumables
2007.03,12358.4,Consumables
2008.03,13299.6,Consumables
2009.03,14203.1,Consumables
2010.03,15223.4,Consumables
2011.03,16075.6,Consumables
2012.03,17325.0,Consumables
2013.03,17972.9,Consumables
2014.03,18492.6,Consumables
2015.03,19560.4,Consumables
2016.03,20709.1,Consumables
2017.03,21756.0,Consumables
2018.03,23315.5,Consumables
2019.03,24215.6,Consumables
2020.03,25697.5,Consumables
2021.03,27342.0,Consumables
2022.03,28559.9,Consumables
2001.03,,Durables
2002.03,,Durables
2003.03,,Durables
2004.03,8794.3,Durables
2005.03,9357.2,Durables
2006.03,9983.8,Durables
2007.03,10713.8,Durables
2008.03,11331.1,Durables
2009.03,11199.7,Durables
2010.03,11290.6,Durables
2011.03,11361.6,Durables
2012.03,11752.5,Durables
2013.03,12149.1,Durables
2014.03,12814.3,Durables
2015.03,13329.6,Durables
2016.03,14129.8,Durables
2017.03,14768.9,Durables
2018.03,15575.5,Durables
2019.03,16299.5,Durables
2020.03,17215.3,Durables
2021.03,18124.5,Durables
2022.03,19127.4,Durables
2001.03,,Hospitality
2002.03,,Hospitality
2003.03,,Hospitality
2004.03,3798.7,Hospitality
2005.03,4219.6,Hospitality
2006.03,4572.6,Hospitality
2007.03,5157.3,Hospitality
2008.03,5714.4,Hospitality
2009.03,5898.5,Hospitality
2010.03,6145.8,Hospitality
2011.03,6470.0,Hospitality
2012.03,7070.6,Hospitality
2013.03,7438.5,Hospitality
2014.03,8135.5,Hospitality
2015.03,8964.9,Hospitality
2016.03,9952.2,Hospitality
2017.03,11184.3,Hospitality
2018.03,12024.1,Hospitality
2019.03,12777.4,Hospitality
2020.03,13018.3,Hospitality
2021.03,11156.2,Hospitality
2022.03,11549.4,Hospitality
2001.03,,Services
2002.03,,Services
2003.03,,Services
2004.03,981.4,Services
2005.03,1129.4,Services
2006.03,1269.5,Services
2007.03,1412.3,Services
2008.03,1563.6,Services
2009.03,1671.6,Services
2010.03,1762.2,Services
2011.03,1846.8,Services
2012.03,1975.0,Services
2013.03,2096.4,Services
2014.03,2358.2,Services
2015.03,2591.7,Services
2016.03,2796.7,Services
2017.03,3023.5,Services
2018.03,3304.7,Services
2019.03,3525.6,Services
2020.03,3630.0,Services
2021.03,3465.2,Services
2022.03,3554.4,Services
2001.03,,Apparel
2002.03,,Apparel
2003.03,,Apparel
2004.03,2294.9,Apparel
2005.03,2421.6,Apparel
2006.03,2585.2,Apparel
2007.03,2771.2,Apparel
2008.03,2948.2,Apparel
2009.03,2957.2,Apparel
2010.03,3052.9,Apparel
2011.03,3114.2,Apparel
2012.03,3285.9,Apparel
2013.03,3309.4,Apparel
2014.03,3409.3,Apparel
2015.03,3426.9,Apparel
2016.03,3589.4,Apparel
2017.03,3739.1,Apparel
2018.03,3808.5,Apparel
2019.03,3768.5,Apparel
2020.03,3681.5,Apparel
2021.03,3551.5,Apparel
2022.03,3661.1,Apparel
2001.03,,Motor vehicles excl. fuel
2002.03,,Motor vehicles excl. fuel
2003.03,,Motor vehicles excl. fuel
2004.03,717.9,Motor vehicles excl. fuel
2005.03,813.1,Motor vehicles excl. fuel
2006.03,892.0,Motor vehicles excl. fuel
2007.03,972.9,Motor vehicles excl. fuel
2008.03,1076.2,Motor vehicles excl. fuel
2009.03,1083.4,Motor vehicles excl. fuel
2010.03,1133.6,Motor vehicles excl. fuel
2011.03,1178.3,Motor vehicles excl. fuel
2012.03,1268.6,Motor vehicles excl. fuel
2013.03,1354.4,Motor vehicles excl. fuel
2014.03,1494.1,Motor vehicles excl. fuel
2015.03,1634.8,Motor vehicles excl. fuel
2016.03,1799.9,Motor vehicles excl. fuel
2017.03,1938.9,Motor vehicles excl. fuel
2018.03,2038.5,Motor vehicles excl. fuel
2019.03,2117.4,Motor vehicles excl. fuel
2020.03,2174.0,Motor vehicles excl. fuel
2021.03,2251.4,Motor vehicles excl. fuel
2022.03,2325.8,Motor vehicles excl. fuel
2001.03,,Fuel
2002.03,,Fuel
2003.03,,Fuel
2004.03,2645.5,Fuel
2005.03,3346.7,Fuel
2006.03,3923.5,Fuel
2007.03,4448.4,Fuel
2008.03,4828.6,Fuel
2009.03,5287.5,Fuel
2010.03,4969.2,Fuel
2011.03,5538.0,Fuel
2012.03,6174.4,Fuel
2013.03,6888.9,Fuel
2014.03,7718.4,Fuel
2015.03,7444.5,Fuel
2016.03,7143.6,Fuel
2017.03,7158.4,Fuel
2018.03,7382.4,Fuel
2019.03,7508.4,Fuel
2020.03,6968.7,Fuel
2021.03,5687.1,Fuel
2022.03,6375.4,Fuel
2001.03,,Non-retail excl. services
2002.03,,Non-retail excl. services
2003.03,,Non-retail excl. services
2004.03,7892.3,Non-retail excl. services
2005.03,8997.1,Non-retail excl. services
2006.03,9716.9,Non-retail excl. services
2007.03,10782.3,Non-retail excl. services
2008.03,11907.6,Non-retail excl. services
2009.03,12174.4,Non-retail excl. services
2010.03,12399.8,Non-retail excl. services
2011.03,12927.2,Non-retail excl. services
2012.03,13631.6,Non-retail excl. services
2013.03,14008.7,Non-retail excl. services
2014.03,14784.4,Non-retail excl. services
2015.03,15323.1,Non-retail excl. services
2016.03,16309.6,Non-retail excl. services
2017.03,17701.2,Non-retail excl. services
2018.03,20143.4,Non-retail excl. services
2019.03,21142.0,Non-retail excl. services
2020.03,21493.8,Non-retail excl. services
2021.03,18226.8,Non-retail excl. services
2022.03,19577.1,Non-retail excl. services
2001.03,,RTS total industries
2002.03,,RTS total industries
2003.03,,RTS total industries
2004.03,588806931.0,RTS total industries
2005.03,646646117.0,RTS total industries
2006.03,706783322.0,RTS total industries
2007.03,765192107.0,RTS total industries
2008.03,830825132.0,RTS total industries
2009.03,876181852.0,RTS total industries
2010.03,933437431.0,RTS total industries
2011.03,985468154.0,RTS total industries
2012.03,1038177483.0,RTS total industries
2013.03,1087705018.0,RTS total industries
2014.03,1152505489.0,RTS total industries
2015.03,1220864253.0,RTS total industries
2016.03,1293866673.0,RTS total industries
2017.03,1384232643.0,RTS total industries
2018.03,1478012662.0,RTS total industries
2019.03,1543767970.0,RTS total industries
2020.03,1572801068.0,RTS total industries
2021.03,1461421381.0,RTS total industries
2022.03,1482618473.0,RTS total industries
2001.03,,RTS core industries
2002.03,,RTS core industries
2003.03,,RTS core industries
2004.03,495113109.0,RTS core industries
2005.03,539502887.0,RTS core industries
2006.03,592614010.0,RTS core industries
2007.03,644900770.0,RTS core industries
2008.03,703820694.0,RTS core industries
2009.03,749949518.0,RTS core industries
2010.03,803291345.0,RTS core industries
2011.03,850793709.0,RTS core industries
2012.03,903010277.0,RTS core industries
2013.03,943634757.0,RTS core industries
2014.03,993978393.0,RTS core industries
2015.03,1059844932.0,RTS core industries
2016.03,1127526943.0,RTS core industries
2017.03,1211616950.0,RTS core industries
2018.03,1301818297.0,RTS core industries
2019.03,1370551798.0,RTS core industries
2020.03,1406254655.0,RTS core industries
2021.03,1310361319.0,RTS core industries
2022.03,1328683606.0,RTS core industries
2001.03,,Total
2002.03,,Total
2003.03,,Total
2004.03,684979211.0,Total
2005.03,754629755.0,Total
2006.03,821740965.0,Total
2007.03,892055984.0,Total
2008.03,974791063.0,Total
2009.03,1027444058.0,Total
2010.03,1091955385.0,Total
2011.03,1151607794.0,Total
2012.03,1215119074.0,Total
2013.03,1272376213.0,Total
2014.03,1349778117.0,Total
2015.03,1427025657.0,Total
2016.03,1513990667.0,Total
2017.03,1627459722.0,Total
2018.03,1754265615.0,Total
2019.03,1835450231.0,Total
2020.03,1874441214.0,Total
2021.03,1732692339.0,Total
2022.03,1765284133.0,Total
2001.03,,Credit
2002.03,,Credit
2003.03,,Credit
2004.03,175164639.0,Credit
2005.03,195790533.0,Credit
2006.03,210968205.0,Credit
2007.03,225913337.0,Credit
2008.03,240051535.0,Credit
2009.03,245016363.0,Credit
2010.03,251415302.0,Credit
2011.03,256962888.0,Credit
2012.03,271075612.0,Credit
2013.03,289001419.0,Credit
2014.03,323503974.0,Credit
2015.03,363251739.0,Credit
2016.03,430282120.0,Credit
2017.03,543191000.0,Credit
2018.03,693853089.0,Credit
2019.03,793562791.0,Credit
2020.03,852565339.0,Credit
2021.03,967199480.0,Credit
2022.03,1055538960.0,Credit
2001.03,,Debit
2002.03,,Debit
2003.03,,Debit
2004.03,509814572.0,Debit
2005.03,558839222.0,Debit
2006.03,610772760.0,Debit
2007.03,666142647.0,Debit
2008.03,734739528.0,Debit
2009.03,782427695.0,Debit
2010.03,840540083.0,Debit
2011.03,894644906.0,Debit
2012.03,944043462.0,Debit
2013.03,983374794.0,Debit
2014.03,1026274143.0,Debit
2015.03,1063773918.0,Debit
2016.03,1083708547.0,Debit
2017.03,1084268722.0,Debit
2018.03,1060412526.0,Debit
2019.03,1041887440.0,Debit
2020.03,1021875875.0,Debit
2021.03,765492859.0,Debit
2022.03,709745173.0,Debit
2000.03,,Mean transaction value
2001.03,,Mean transaction value
2002.03,,Mean transaction value
2003.03,,Mean transaction value
2004.03,53.8,Mean transaction value
2005.03,54.0,Mean transaction value
2006.03,53.9,Mean transaction value
2007.03,54.5,Mean transaction value
2008.03,54.0,Mean transaction value
2009.03,53.0,Mean transaction value
2010.03,51.3,Mean transaction value
2011.03,50.9,Mean transaction value
2012.03,51.5,Mean transaction value
2013.03,51.3,Mean transaction value
2014.03,51.3,Mean transaction value
2015.03,50.7,Mean transaction value
2016.03,50.5,Mean transaction value
2017.03,50.0,Mean transaction value
2018.03,50.0,Mean transaction value
2019.03,49.8,Mean transaction value
2020.03,50.1,Mean transaction value
2021.03,51.9,Mean transaction value
2022.03,53.7,Mean transaction value
2000.03,,Mean value of transaction per person
2001.03,,Mean value of transaction per person
2002.03,,Mean value of transaction per person
2003.03,,Mean value of transaction per person
2004.03,8839.8,Mean value of transaction per person
2005.03,9636.3,Mean value of transaction per person
2006.03,10354.5,Mean value of transaction per person
2007.03,11221.4,Mean value of transaction per person
2008.03,12040.3,Mean value of transaction per person
2009.03,12361.4,Mean value of transaction per person
2010.03,12559.1,Mean value of transaction per person
2011.03,13026.5,Mean value of transaction per person
2012.03,13815.8,Mean value of transaction per person
2013.03,14345.2,Mean value of transaction per person
2014.03,15025.3,Mean value of transaction per person
2015.03,15384.7,Mean value of transaction per person
2016.03,15898.2,Mean value of transaction per person
2017.03,16509.7,Mean value of transaction per person
2018.03,17437.2,Mean value of transaction per person
2019.03,17877.7,Mean value of transaction per person
2020.03,18124.1,Mean value of transaction per person
2021.03,17605.0,Mean value of transaction per person
2022.03,18461.1,Mean value of transaction per person
2000.03,,Mean number of transactions per person
2001.03,,Mean number of transactions per person
2002.03,,Mean number of transactions per person
2003.03,,Mean number of transactions per person
2004.03,164.2,Mean number of transactions per person
2005.03,178.4,Mean number of transactions per person
2006.03,192.1,Mean number of transactions per person
2007.03,205.9,Mean number of transactions per person
2008.03,222.8,Mean number of transactions per person
2009.03,233.1,Mean number of transactions per person
2010.03,245.0,Mean number of transactions per person
2011.03,255.9,Mean number of transactions per person
2012.03,268.1,Mean number of transactions per person
2013.03,279.5,Mean number of transactions per person
2014.03,292.9,Mean number of transactions per person
2015.03,303.6,Mean number of transactions per person
2016.03,314.7,Mean number of transactions per person
2017.03,330.4,Mean number of transactions per person
2018.03,348.9,Mean number of transactions per person
2019.03,358.8,Mean number of transactions per person
2020.03,361.5,Mean number of transactions per person
2021.03,339.3,Mean number of transactions per person
2022.03,343.7,Mean number of transactions per person
2000.03,,ECT core retail as a proportion of core Retail Trade Survey
2001.03,,ECT core retail as a proportion of core Retail Trade Survey
2002.03,,ECT core retail as a proportion of core Retail Trade Survey
2003.03,,ECT core retail as a proportion of core Retail Trade Survey
2004.03,57.4,ECT core retail as a proportion of core Retail Trade Survey
2005.03,57.4,ECT core retail as a proportion of core Retail Trade Survey
2006.03,57.8,ECT core retail as a proportion of core Retail Trade Survey
2007.03,58.3,ECT core retail as a proportion of core Retail Trade Survey
2008.03,60.6,ECT core retail as a proportion of core Retail Trade Survey
2009.03,62.4,ECT core retail as a proportion of core Retail Trade Survey
2010.03,62.7,ECT core retail as a proportion of core Retail Trade Survey
2011.03,63.3,ECT core retail as a proportion of core Retail Trade Survey
2012.03,63.9,ECT core retail as a proportion of core Retail Trade Survey
2013.03,64.9,ECT core retail as a proportion of core Retail Trade Survey
2014.03,65.5,ECT core retail as a proportion of core Retail Trade Survey
2015.03,65.8,ECT core retail as a proportion of core Retail Trade Survey
2016.03,66.7,ECT core retail as a proportion of core Retail Trade Survey
2017.03,66.8,ECT core retail as a proportion of core Retail Trade Survey
2018.03,67.2,ECT core retail as a proportion of core Retail Trade Survey
2019.03,67.2,ECT core retail as a proportion of core Retail Trade Survey
2020.03,67.1,ECT core retail as a proportion of core Retail Trade Survey
2021.03,66.5,ECT core retail as a proportion of core Retail Trade Survey
2022.03,63.2,ECT core retail as a proportion of core Retail Trade Survey
2000.03,,ECT retail as a proportion of total Retail Trade Survey
2001.03,,ECT retail as a proportion of total Retail Trade Survey
2002.03,,ECT retail as a proportion of total Retail Trade Survey
2003.03,,ECT retail as a proportion of total Retail Trade Survey
2004.03,49.6,ECT retail as a proportion of total Retail Trade Survey
2005.03,49.7,ECT retail as a proportion of total Retail Trade Survey
2006.03,51.0,ECT retail as a proportion of total Retail Trade Survey
2007.03,52.3,ECT retail as a proportion of total Retail Trade Survey
2008.03,53.8,ECT retail as a proportion of total Retail Trade Survey
2009.03,56.7,ECT retail as a proportion of total Retail Trade Survey
2010.03,57.4,ECT retail as a proportion of total Retail Trade Survey
2011.03,57.6,ECT retail as a proportion of total Retail Trade Survey
2012.03,58.1,ECT retail as a proportion of total Retail Trade Survey
2013.03,58.9,ECT retail as a proportion of total Retail Trade Survey
2014.03,60.1,ECT retail as a proportion of total Retail Trade Survey
2015.03,60.1,ECT retail as a proportion of total Retail Trade Survey
2016.03,60.6,ECT retail as a proportion of total Retail Trade Survey
2017.03,60.4,ECT retail as a proportion of total Retail Trade Survey
2018.03,60.5,ECT retail as a proportion of total Retail Trade Survey
2019.03,60.5,ECT retail as a proportion of total Retail Trade Survey
2020.03,60.2,ECT retail as a proportion of total Retail Trade Survey
2021.03,59.1,ECT retail as a proportion of total Retail Trade Survey
2022.03,55.6,ECT retail as a proportion of total Retail Trade Survey
2000.03,,Credit card usage as a proportion of total ECT value
2001.03,,Credit card usage as a proportion of total ECT value
2002.03,,Credit card usage as a proportion of total ECT value
2003.03,,Credit card usage as a proportion of total ECT value
2004.03,44.2,Credit card usage as a proportion of total ECT value
2005.03,45.3,Credit card usage as a proportion of total ECT value
2006.03,45.6,Credit card usage as a proportion of total ECT value
2007.03,45.8,Credit card usage as a proportion of total ECT value
2008.03,45.5,Credit card usage as a proportion of total ECT value
2009.03,44.8,Credit card usage as a proportion of total ECT value
2010.03,43.1,Credit card usage as a proportion of total ECT value
2011.03,42.4,Credit card usage as a proportion of total ECT value
2012.03,42.2,Credit card usage as a proportion of total ECT value
2013.03,42.1,Credit card usage as a proportion of total ECT value
2014.03,43.1,Credit card usage as a proportion of total ECT value
2015.03,43.7,Credit card usage as a proportion of total ECT value
2016.03,45.3,Credit card usage as a proportion of total ECT value
2017.03,48.2,Credit card usage as a proportion of total ECT value
2018.03,52.5,Credit card usage as a proportion of total ECT value
2019.03,55.0,Credit card usage as a proportion of total ECT value
2020.03,56.1,Credit card usage as a proportion of total ECT value
2021.03,61.7,Credit card usage as a proportion of total ECT value
2022.03,65.1,Credit card usage as a proportion of total ECT value
2000.03,,Debit card usage as a proportion of total ECT value
2001.03,,Debit card usage as a proportion of total ECT value
2002.03,,Debit card usage as a proportion of total ECT value
2003.03,,Debit card usage as a proportion of total ECT value
2004.03,55.8,Debit card usage as a proportion of total ECT value
2005.03,54.7,Debit card usage as a proportion of total ECT value
2006.03,54.4,Debit card usage as a proportion of total ECT value
2007.03,54.2,Debit card usage as a proportion of total ECT value
2008.03,54.5,Debit card usage as a proportion of total ECT value
2009.03,55.2,Debit card usage as a proportion of total ECT value
2010.03,56.9,Debit card usage as a proportion of total ECT value
2011.03,57.6,Debit card usage as a proportion of total ECT value
2012.03,57.8,Debit card usage as a proportion of total ECT value
2013.03,57.9,Debit card usage as a proportion of total ECT value
2014.03,56.9,Debit card usage as a proportion of total ECT value
2015.03,56.3,Debit card usage as a proportion of total ECT value
2016.03,54.7,Debit card usage as a proportion of total ECT value
2017.03,51.8,Debit card usage as a proportion of total ECT value
2018.03,47.5,Debit card usage as a proportion of total ECT value
2019.03,45.0,Debit card usage as a proportion of total ECT value
2020.03,43.9,Debit card usage as a proportion of total ECT value
2021.03,38.3,Debit card usage as a proportion of total ECT value
2022.03,34.9,Debit card usage as a proportion of total ECT value
2000.01,,RTS total industries
2000.02,,RTS total industries
2000.03,,RTS total industries
2000.04,,RTS total industries
2000.05,,RTS total industries
2000.06,,RTS total industries
2000.07,,RTS total industries
2000.08,,RTS total industries
2000.09,,RTS total industries
2000.1,,RTS total industries
2000.11,,RTS total industries
2000.12,,RTS total industries
2001.01,,RTS total industries
2001.02,,RTS total industries
2001.03,,RTS total industries
2001.04,,RTS total industries
2001.05,,RTS total industries
2001.06,,RTS total industries
2001.07,,RTS total industries
2001.08,,RTS total industries
2001.09,,RTS total industries
2001.1,,RTS total industries
2001.11,,RTS total industries
2001.12,,RTS total industries
2002.01,,RTS total industries
2002.02,,RTS total industries
2002.03,,RTS total industries
2002.04,,RTS total industries
2002.05,,RTS total industries
2002.06,,RTS total industries
2002.07,,RTS total industries
2002.08,,RTS total industries
2002.09,,RTS total industries
2002.1,2182.6,RTS total industries
2002.11,2231.4,RTS total industries
2002.12,2811.6,RTS total industries
2003.01,2212.9,RTS total industries
2003.02,2058.6,RTS total industries
2003.03,2256.0,RTS total industries
2003.04,2183.0,RTS total industries
2003.05,2217.7,RTS total industries
2003.06,2047.7,RTS total industries
2003.07,2216.8,RTS total industries
2003.08,2211.3,RTS total industries
2003.09,2155.2,RTS total industries
2003.1,2348.3,RTS total industries
2003.11,2421.7,RTS total industries
2003.12,3080.4,RTS total industries
2004.01,2410.1,RTS total industries
2004.02,2261.1,RTS total industries
2004.03,2451.8,RTS total industries
2004.04,2427.4,RTS total industries
2004.05,2410.6,RTS total industries
2004.06,2292.2,RTS total industries
2004.07,2470.3,RTS total industries
2004.08,2379.4,RTS total industries
2004.09,2394.1,RTS total industries
2004.1,2559.6,RTS total industries
2004.11,2642.5,RTS total industries
2004.12,3307.6,RTS total industries
2005.01,2603.2,RTS total industries
2005.02,2442.7,RTS total industries
2005.03,2700.0,RTS total industries
2005.04,2647.7,RTS total industries
2005.05,2576.1,RTS total industries
2005.06,2523.1,RTS total industries
2005.07,2673.7,RTS total industries
2005.08,2606.0,RTS total industries
2005.09,2645.8,RTS total industries
2005.1,2812.7,RTS total industries
2005.11,2870.1,RTS total industries
2005.12,3574.8,RTS total industries
2006.01,2797.2,RTS total industries
2006.02,2632.4,RTS total industries
2006.03,2957.9,RTS total industries
2006.04,2848.6,RTS total industries
2006.05,2876.4,RTS total industries
2006.06,2800.2,RTS total industries
2006.07,2884.6,RTS total industries
2006.08,2862.2,RTS total industries
2006.09,2866.2,RTS total industries
2006.1,3015.8,RTS total industries
2006.11,3127.2,RTS total industries
2006.12,3946.2,RTS total industries
2007.01,3053.7,RTS total industries
2007.02,2896.7,RTS total industries
2007.03,3244.0,RTS total industries
2007.04,3059.8,RTS total industries
2007.05,3082.7,RTS total industries
2007.06,3014.4,RTS total industries
2007.07,3061.8,RTS total industries
2007.08,3098.2,RTS total industries
2007.09,3099.7,RTS total industries
2007.1,3245.5,RTS total industries
2007.11,3428.5,RTS total industries
2007.12,4218.1,RTS total industries
2008.01,3302.4,RTS total industries
2008.02,3201.7,RTS total industries
2008.03,3385.3,RTS total industries
2008.04,3228.9,RTS total industries
2008.05,3337.7,RTS total industries
2008.06,3079.8,RTS total industries
2008.07,3263.7,RTS total industries
2008.08,3275.5,RTS total industries
2008.09,3211.3,RTS total industries
2008.1,3453.6,RTS total industries
2008.11,3477.1,RTS total industries
2008.12,4298.7,RTS total industries
2009.01,3412.8,RTS total industries
2009.02,3156.9,RTS total industries
2009.03,3433.4,RTS total industries
2009.04,3330.6,RTS total industries
2009.05,3389.9,RTS total industries
2009.06,3149.8,RTS total industries
2009.07,3352.6,RTS total industries
2009.08,3314.5,RTS total industries
2009.09,3291.4,RTS total industries
2009.1,3529.8,RTS total industries
2009.11,3556.9,RTS total industries
2009.12,4481.3,RTS total industries
2010.01,3532.2,RTS total industries
2010.02,3257.7,RTS total industries
2010.03,3628.9,RTS total industries
2010.04,3445.1,RTS total industries
2010.05,3469.7,RTS total industries
2010.06,3293.1,RTS total industries
2010.07,3507.7,RTS total industries
2010.08,3375.6,RTS total industries
2010.09,3461.0,RTS total industries
2010.1,3704.1,RTS total industries
2010.11,3784.6,RTS total industries
2010.12,4764.1,RTS total industries
2011.01,3744.4,RTS total industries
2011.02,3450.5,RTS total industries
2011.03,3848.7,RTS total industries
2011.04,3784.5,RTS total industries
2011.05,3688.7,RTS total industries
2011.06,3575.0,RTS total industries
2011.07,3784.6,RTS total industries
2011.08,3646.7,RTS total industries
2011.09,3709.3,RTS total industries
2011.1,3977.3,RTS total industries
2011.11,4016.0,RTS total industries
2011.12,5042.1,RTS total industries
2012.01,3927.7,RTS total industries
2012.02,3756.9,RTS total industries
2012.03,4096.2,RTS total industries
2012.04,3856.2,RTS total industries
2012.05,3930.0,RTS total industries
2012.06,3793.9,RTS total industries
2012.07,3846.9,RTS total industries
2012.08,3924.5,RTS total industries
2012.09,3885.7,RTS total industries
2012.1,4113.0,RTS total industries
2012.11,4279.1,RTS total industries
2012.12,5242.4,RTS total industries
2013.01,4169.4,RTS total industries
2013.02,3858.5,RTS total industries
2013.03,4289.1,RTS total industries
2013.04,4077.0,RTS total industries
2013.05,4171.2,RTS total industries
2013.06,4001.6,RTS total industries
2013.07,4140.0,RTS total industries
2013.08,4183.0,RTS total industries
2013.09,4030.4,RTS total industries
2013.1,4407.2,RTS total industries
2013.11,4572.1,RTS total industries
2013.12,5528.0,RTS total industries
2014.01,4419.7,RTS total industries
2014.02,4082.4,RTS total industries
2014.03,4495.7,RTS total industries
2014.04,4298.3,RTS total industries
2014.05,4468.0,RTS total industries
2014.06,4142.3,RTS total industries
2014.07,4331.3,RTS total industries
2014.08,4334.6,RTS total industries
2014.09,4219.2,RTS total industries
2014.1,4638.3,RTS total industries
2014.11,4719.1,RTS total industries
2014.12,5733.0,RTS total industries
2015.01,4616.6,RTS total industries
2015.02,4246.9,RTS total industries
2015.03,4663.1,RTS total industries
2015.04,4465.5,RTS total industries
2015.05,4611.2,RTS total industries
2015.06,4348.4,RTS total industries
2015.07,4575.4,RTS total industries
2015.08,4515.3,RTS total industries
2015.09,4474.7,RTS total industries
2015.1,4907.8,RTS total industries
2015.11,4938.0,RTS total industries
2015.12,6108.6,RTS total industries
2016.01,4854.8,RTS total industries
2016.02,4639.7,RTS total industries
2016.03,4950.1,RTS total industries
2016.04,4813.7,RTS total industries
2016.05,4762.7,RTS total industries
2016.06,4643.0,RTS total industries
2016.07,4842.9,RTS total industries
2016.08,4661.8,RTS total industries
2016.09,4748.3,RTS total industries
2016.1,5112.8,RTS total industries
2016.11,5191.7,RTS total industries
2016.12,6463.1,RTS total industries
2017.01,5211.4,RTS total industries
2017.02,4841.1,RTS total industries
2017.03,5324.1,RTS total industries
2017.04,5115.5,RTS total industries
2017.05,5108.3,RTS total industries
2017.06,4938.5,RTS total industries
2017.07,5044.6,RTS total industries
2017.08,4991.6,RTS total industries
2017.09,5015.1,RTS total industries
2017.1,5353.3,RTS total industries
2017.11,5611.9,RTS total industries
2017.12,6857.1,RTS total industries
2018.01,5447.0,RTS total industries
2018.02,5056.6,RTS total industries
2018.03,5698.9,RTS total industries
2018.04,5211.6,RTS total industries
2018.05,5336.9,RTS total industries
2018.06,5202.2,RTS total industries
2018.07,5255.9,RTS total industries
2018.08,5319.6,RTS total industries
2018.09,5314.4,RTS total industries
2018.1,5680.7,RTS total industries
2018.11,5874.1,RTS total industries
2018.12,6936.0,RTS total industries
2019.01,5653.2,RTS total industries
2019.02,5238.7,RTS total industries
2019.03,5754.5,RTS total industries
2019.04,5470.0,RTS total industries
2019.05,5520.1,RTS total industries
2019.06,5280.3,RTS total industries
2019.07,5359.3,RTS total industries
2019.08,5485.0,RTS total industries
2019.09,5345.5,RTS total industries
2019.1,5769.6,RTS total industries
